Node	Protocol_Version	User_Agent	Connected_Since	Services	Height	Hostname	City	Country_Code	Latitude	Longitude	Timezone	ASN	Timestamp	Latest_Height	Total_Nodes	Organization
192.99.242.255:8333	70015	/Satoshi:0.18.0/	1570029759	1036	598176	192.99.242.255	null	BZ	17.25	-88.75	America/Belize	AS16276	1570389919	598176	9408	"OVH SAS"
[2a01:4f8:c010:31a4::1]:8333	70015	/Satoshi:0.18.0/	1570389892	1037	598176	2a01:4f8:c010:31a4::1	null	DE	51	9	Europe/Berlin	AS24940	1570389919	598176	9408	"Hetzner Online GmbH"
76.88.107.25:8333	70015	/Satoshi:0.17.1/	1569819252	1037	598176	cpe-76-88-107-25.san.res.rr.com	San Diego	US	32.8246	-117.1971	America/Los_Angeles	AS20001	1570389919	598176	9408	"Charter Communications Inc"
71.67.65.230:12503	70015	/Satoshi:0.13.2/	1570361035	13	598176	071-067-065-230.biz.spectrum.com	Akron	US	41.1526	-81.63	America/New_York	AS10796	1570389919	598176	9408	"Charter Communications Inc"
91.125.34.6:8333	70015	/Satoshi:0.17.0.1/	1570278727	1036	598163	6.34.125.91.dyn.plus.net	Sevenoaks	GB	51.2767	0.1841	Europe/London	AS6871	1570389919	598176	9408	"British Telecommunications PLC"
18.205.209.222:8333	70015	/Satoshi:0.16.0/	1569819252	1037	598176	ec2-18-205-209-222.compute-1.amazonaws.com	Ashburn	US	39.0481	-77.4728	America/New_York	AS14618	1570389919	598176	9408	"Amazon.com, Inc."
103.224.118.79:8333	70015	/Satoshi:0.18.0/	1570388761	1037	598176	79-118-224-103.myrepublic.com.sg	Singapore	SG	1.3257	103.9109	Asia/Singapore	AS56300	1570389919	598176	9408	"MyRepublic Ltd."
60.38.143.3:8333	70015	/Satoshi:0.18.0/	1569829215	1037	0	p1743003-ipngn200612fukuokachu.fukuoka.ocn.ne.jp	Fukuoka	JP	33.5802	130.3742	Asia/Tokyo	AS4713	1570389919	598176	9408	"NTT Communications Corporation"
213.174.156.72:8333	70015	/Satoshi:0.18.0/	1569819252	1037	598176	213.174.156.72	Ashburn	US	39.018	-77.539	America/New_York	AS39572	1570389919	598176	9408	"DataWeb Global Group B.V."
188.155.40.147:8333	70015	/Satoshi:0.18.1/	1569820313	1037	598176	xdsl-188-155-40-147.adslplus.ch	Morges	CH	46.5469	6.4885	Europe/Zurich	AS6730	1570389919	598176	9408	"Sunrise Communications AG"
157.245.179.7:8333	70015	/Satoshi:0.18.0/	1569819252	1036	598176	157.245.179.7	Santa Clara	US	37.3417	-121.9753	America/Los_Angeles	AS14061	1570389919	598176	9408	"DigitalOcean, LLC"
81.102.192.243:8333	70015	/Satoshi:0.18.0/	1569821245	1037	598176	cpc104712-belf11-2-0-cust242.2-1.cable.virginm.net	Belfast	GB	54.5833	-5.9333	Europe/London	AS5089	1570389919	598176	9408	"Virgin Media Limited"
83.162.151.227:8333	70015	/Satoshi:0.18.0/	1569820313	1037	598176	jorrian.synology.me	Baarn	NL	52.211	5.2824	Europe/Amsterdam	AS3265	1570389919	598176	9408	"Xs4all Internet BV"
173.249.46.22:8333	70015	/Satoshi:0.18.0/	1569820773	1037	598176	vmi201658.contaboserver.net	Nuremberg	DE	49.405	11.1617	Europe/Berlin	AS51167	1570389919	598176	9408	"Contabo GmbH"
68.183.23.190:8333	70015	/Satoshi:0.17.0/	1569819252	1036	598176	68.183.23.190	North Bergen	US	40.793	-74.0247	America/New_York	AS14061	1570389919	598176	9408	"DigitalOcean, LLC"
5.135.160.228:8333	70015	/Satoshi:0.15.1/	1569820313	13	598176	ns301095.ip-5-135-160.eu	null	FR	48.8582	2.3387	Europe/Paris	AS16276	1570389919	598176	9408	"OVH SAS"
92.43.252.146:8333	70015	/Satoshi:0.17.1/	1569819252	1037	598176	paradsync001.experts-comptables.org	null	FR	48.8582	2.3387	Europe/Paris	AS16128	1570389919	598176	9408	"AGARIK SA"
176.9.48.21:8333	70015	/Satoshi:0.18.0/	1570024020	1037	598176	mail.east-fin.com	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1570389919	598176	9408	"Hetzner Online GmbH"
193.43.92.40:8333	70015	/Satoshi:0.16.0/	1570182641	1037	598176	hosted-by.cyberserv.nl	null	NL	52.3824	4.8995	Europe/Amsterdam	AS60781	1570389919	598176	9408	"LeaseWeb Netherlands B.V."
54.211.137.101:8333	70015	/Satoshi:0.14.0/	1570368502	13	598176	ec2-54-211-137-101.compute-1.amazonaws.com	Ashburn	US	39.0481	-77.4728	America/New_York	AS14618	1570389919	598176	9408	"Amazon.com, Inc."
67.189.190.167:8333	70015	/Satoshi:0.16.1/	1569819252	1037	598176	c-67-189-190-167.hsd1.ny.comcast.net	Brewster	US	41.4097	-73.5992	America/New_York	AS7922	1570389919	598176	9408	"Comcast Cable Communications, LLC"
85.10.196.72:8333	70015	/Satoshi:0.14.2/	1569819252	13	598176	85-10-196-72.clients.your-server.de	Roesrath	DE	50.8956	7.1818	Europe/Berlin	AS24940	1570389919	598176	9408	"Hetzner Online GmbH"
83.160.86.19:8333	70015	/Satoshi:0.18.1/	1569819252	1037	598176	83-160-86-19.ip.xs4all.nl	The Hague	NL	52.0787	4.3013	Europe/Amsterdam	AS3265	1570389919	598176	9408	"Xs4all Internet BV"
[2001:e42:103:100::30]:8333	70015	/Satoshi:0.18.99/	1569819252	1037	598176	coin-t1.nsrv.co.jp	null	JP	36	138	Asia/Tokyo	AS9370	1570389919	598176	9408	"SAKURA Internet Inc."
208.81.1.105:8333	70015	/Satoshi:0.18.1/	1569819252	1036	598176	host-208-81-1-105.les.net	Winnipeg	CA	49.898	-97.1401	America/Winnipeg	AS18451	1570389919	598176	9408	"LES.NET"
209.190.36.13:8333	70015	/Satoshi:0.15.1/	1570122887	12	0	209-190-36-13.xlhdns.com	Columbus	US	40.081	-82.9383	America/New_York	AS10297	1570389919	598176	9408	"eNET Inc."
146.90.80.86:8333	70015	/Satoshi:0.18.1/	1569819252	1037	598176	86.80.90.146.dyn.plus.net	Weston-super-Mare	GB	51.3237	-2.9807	Europe/London	AS6871	1570389919	598176	9408	"British Telecommunications PLC"
51.15.179.106:8333	70015	/Satoshi:0.18.0/	1569822455	1037	598175	51-15-179-106.rev.poneytelecom.eu	null	FR	48.8582	2.3387	Europe/Paris	AS12876	1570389919	598176	9408	"Online S.a.s."
5.9.82.162:8333	70015	/Satoshi:0.15.0.1/	1569819252	13	598176	static.162.82.9.5.clients.your-server.de	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1570389919	598176	9408	"Hetzner Online GmbH"
192.222.147.209:8333	70015	/Satoshi:0.18.0/	1570020141	1037	598176	192-222-147-209.qc.cable.ebox.net	Montreal	CA	45.5374	-73.5735	America/Toronto	AS1403	1570389919	598176	9408	"EBOX"
99.231.196.126:8333	70015	/Satoshi:0.18.0/	1570287970	1037	598176	CPEac202e0f60e3-CMac202e0f60e0.cpe.net.cable.rogers.com	Whitby	CA	43.8719	-78.9378	America/Toronto	AS812	1570389919	598176	9408	"Rogers Communications Canada Inc."
18.224.185.112:8333	70015	/Satoshi:0.17.1/	1569819252	1037	598176	ec2-18-224-185-112.us-east-2.compute.amazonaws.com	Columbus	US	39.9653	-83.0235	America/New_York	AS16509	1570389919	598176	9408	"Amazon.com, Inc."
46.246.45.222:8333	70015	/Satoshi:0.18.0/	1569862062	1037	598176	anon-45-222.vpn.ipredator.se	null	SE	59.3247	18.056	Europe/Stockholm	AS37560	1570389919	598176	9408	"CYBERDYNE"
[2a01:4f8:190:42e1::2]:8333	70015	/Satoshi:0.17.1/	1570189382	1036	0	mail.le-space.de	Heidelberg	DE	49.4071	8.6879	Europe/Berlin	AS24940	1570389919	598176	9408	"Hetzner Online GmbH"
211.32.117.99:8333	70015	/Satoshi:0.15.0.1/	1569976764	13	598176	211.32.117.99	null	KR	37.5112	126.9741	Asia/Seoul	AS3786	1570389919	598176	9408	"LG DACOM Corporation"
[2a03:b0c0:2:f0::1f6:1001]:8333	70015	/Satoshi:0.18.1/	1569956083	1037	598176	2a03:b0c0:2:f0::1f6:1001	Amsterdam	NL	52.352	4.9392	Europe/Amsterdam	AS14061	1570389919	598176	9408	"DigitalOcean, LLC"
85.10.192.158:8333	70015	/Satoshi:0.15.0.1/	1569819252	13	598176	static.85-10-192-158.clients.your-server.de	Munich	DE	48.1497	11.585	Europe/Berlin	AS24940	1570389919	598176	9408	"Hetzner Online GmbH"
[2a01:4f8:200:53e3::2]:8333	70002	/Satoshi:0.11.0/	1569819252	1	598176	2a01:4f8:200:53e3::2	Heidelberg	DE	49.4071	8.6879	Europe/Berlin	AS24940	1570389919	598176	9408	"Hetzner Online GmbH"
96.245.218.247:8333	70015	/Satoshi:0.17.0/	1570133047	1037	598176	pool-96-245-218-247.phlapa.fios.verizon.net	Broomall	US	39.9747	-75.3602	America/New_York	AS701	1570389919	598176	9408	"MCI Communications Services, Inc. d/b/a Verizon Business"
195.201.173.14:8333	70015	/Satoshi:0.17.0/	1569819252	1036	598176	alpha1.fsn.sigmapool.com	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1570389919	598176	9408	"Hetzner Online GmbH"
116.203.29.242:8333	70015	/Satoshi:0.18.0/	1569819252	1037	598176	static.242.29.203.116.clients.your-server.de	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1570389919	598176	9408	"Hetzner Online GmbH"
173.52.40.45:8333	70015	/Satoshi:0.18.0/	1569819252	1037	598176	pool-173-52-40-45.nycmny.fios.verizon.net	New York	US	40.782	-73.9953	America/New_York	AS701	1570389919	598176	9408	"MCI Communications Services, Inc. d/b/a Verizon Business"
47.252.85.246:8333	70015	/Satoshi:0.18.0/	1569819252	1036	598176	47.252.85.246	San Mateo	US	37.5517	-122.33	America/Los_Angeles	AS45102	1570389919	598176	9408	"Alibaba (US) Technology Co., Ltd."
58.34.216.45:8333	70015	/Satoshi:0.15.0.1/	1570347822	13	598176	45.216.34.58.broad.xw.sh.dynamic.163data.com.cn	Shanghai	CN	31.0449	121.4012	Asia/Shanghai	AS4812	1570389919	598176	9408	"China Telecom (Group)"
37.232.136.125:8333	70015	/Satoshi:0.17.1/	1570363459	1037	598176	static-37-232-136-125.netbynet.ru	Cheboksary	RU	56.175	47.2864	Europe/Moscow	AS12714	1570389919	598176	9408	"Net By Net Holding LLC"
193.46.80.101:8333	70015	/Satoshi:0.18.1/	1570077871	1037	598176	btcnode1.sebster.com	null	NL	52.3824	4.8995	Europe/Amsterdam	AS49544	1570389919	598176	9408	"i3D.net B.V"
2.31.186.34:8333	70015	/Satoshi:0.18.0/	1569819252	1037	598176	2.31.186.34	Hendon	GB	51.5961	-0.2481	Europe/London	AS12576	1570389919	598176	9408	"EE Limited"
84.112.60.16:8333	70015	/Satoshi:0.18.1/	1569907081	1037	598176	84-112-60-16.cable.dynamic.surfer.at	Vienna	AT	48.2994	16.3479	Europe/Vienna	AS6830	1570389919	598176	9408	"Liberty Global B.V."
[2a02:f680:1:1100::5453]:8333	70015	/Satoshi:0.18.0/	1569819351	1037	598176	ih1591303.dedic.myihor.ru	null	RU	60	100	Asia/Krasnoyarsk	AS48666	1570389919	598176	9408	"MAROSNET Telecommunication Company LLC"
67.205.131.158:8333	70015	/Satoshi:0.15.1/	1569820122	13	598176	67.205.131.158	North Bergen	US	40.793	-74.0247	America/New_York	AS14061	1570389919	598176	9408	"DigitalOcean, LLC"
213.174.156.85:8333	70015	/Satoshi:0.18.0/	1569819252	1037	598176	213.174.156.85	Ashburn	US	39.018	-77.539	America/New_York	AS39572	1570389919	598176	9408	"DataWeb Global Group B.V."
62.76.96.6:8333	70012	/Satoshi:0.12.1/	1569914289	5	598176	62.76.96.6	null	RU	55.7386	37.6068	Europe/Moscow	AS51408	1570389919	598176	9408	"OOO Sirius-Project"
90.227.130.6:8333	70015	/Satoshi:0.18.1/	1570100661	1037	598176	90-227-130-6-no513.tbcn.telia.com	Lilla Edet	SE	58.1333	12.1333	Europe/Stockholm	AS3301	1570389919	598176	9408	"Telia Company AB"
35.201.193.137:8333	70015	/Satoshi:0.18.0/	1570374176	1037	598176	137.193.201.35.bc.googleusercontent.com	null	null	35	105	Australia/Perth	AS15169	1570389919	598176	9408	"Google LLC"
47.90.4.203:8333	70015	/Satoshi:0.16.3/	1569819252	1037	598176	47.90.4.203	null	HK	22.25	114.1667	Asia/Hong_Kong	AS45102	1570389919	598176	9408	"Alibaba (US) Technology Co., Ltd."
24.118.250.248:8333	70015	/Satoshi:0.18.1/	1570378861	1037	598176	c-24-118-250-248.hsd1.mn.comcast.net	Burnsville	US	44.7601	-93.2748	America/Chicago	AS7922	1570389919	598176	9408	"Comcast Cable Communications, LLC"
75.71.80.69:8333	70015	/Satoshi:0.18.1/	1569819252	1037	598176	c-75-71-80-69.hsd1.co.comcast.net	Loveland	US	40.4236	-105.0935	America/Denver	AS7922	1570389919	598176	9408	"Comcast Cable Communications, LLC"
78.129.201.15:8333	70015	/Satoshi:0.18.0/	1569819252	1037	598176	78.129.201.15	null	GB	51.4964	-0.1224	Europe/London	AS20860	1570389919	598176	9408	"Iomart Cloud Services Limited"
71.19.155.244:8333	70002	/Satoshi:0.11.2/	1569819252	0	598176	whyy.xen.prgmr.com	Sunnyvale	US	37.3688	-122.0363	America/Los_Angeles	AS47066	1570389919	598176	9408	"prgmr.com, Inc."
212.9.185.194:8333	70015	/Satoshi:0.18.0/	1569819252	1037	598176	monitor.fuf.de	Fellbach	DE	48.8086	9.2792	Europe/Berlin	AS12374	1570389919	598176	9408	"LF.net Netzwerksysteme GmbH"
184.146.95.209:8333	70015	/Satoshi:0.18.1/	1569822946	1037	598176	toroon0628w-lp140-02-184-146-95-209.dsl.bell.ca	Toronto	CA	43.7135	-79.3887	America/Toronto	AS577	1570389919	598176	9408	"Bell Canada"
46.23.87.218:8333	70015	/Satoshi:0.18.0/	1569819561	1037	598176	nozomi.sievie.com	null	NL	52.3824	4.8995	Europe/Amsterdam	AS3265	1570389919	598176	9408	"Xs4all Internet BV"
94.237.64.138:8333	70015	/Satoshi:0.15.1/	1569931111	12	598176	94-237-64-138.sg-sin1.upcloud.host	Singapore	SG	1.2929	103.8547	Asia/Singapore	AS202053	1570389919	598176	9408	"UpCloud Ltd"
132.68.60.222:8333	70015	/Satoshi:0.18.0/	1569819252	1037	598176	132.68.60.222	null	IL	31.5	34.75	Asia/Jerusalem	AS378	1570389919	598176	9408	"Israel InterUniversity Computation Center"
172.81.180.121:8333	70015	/Satoshi:0.18.0/	1570342535	1037	598176	121.180.81.172.rdns.lunanode.com	Toronto	CA	43.7806	-79.3503	America/Toronto	AS174	1570389919	598176	9408	"Cogent Communications"
162.232.255.114:8333	70015	/Satoshi:0.18.0/	1569967146	1036	598176	162-232-255-114.lightspeed.sgnwmi.sbcglobal.net	Bay City	US	43.5821	-83.8781	America/Detroit	AS7018	1570389919	598176	9408	"AT&T Services, Inc."
[2804:14d:baa7:9674::1002]:8333	70015	/Satoshi:0.18.0/	1569819252	1037	598176	2804:14d:baa7:9674::1002	Florianópolis	BR	-27.6153	-48.4958	America/Sao_Paulo	AS28573	1570389919	598176	9408	"CLARO S.A."
91.125.139.211:8333	70015	/Satoshi:0.18.0/	1569819252	1037	598176	211.139.125.91.dyn.plus.net	Leighton Buzzard	GB	51.8966	-0.6345	Europe/London	AS6871	1570389919	598176	9408	"British Telecommunications PLC"
217.12.204.86:8333	70015	/Satoshi:0.15.1/	1569819252	13	598176	dalliance.uaservers.net	null	UA	50.45	30.5233	Europe/Kiev	AS15626	1570389919	598176	9408	"ITL LLC"
[2402:7340:1:56::d0d]:8333	70015	/Satoshi:0.17.1/	1569845586	1036	598176	2402:7340:1:56::d0d	null	AU	-27	133	Australia/Adelaide	AS136557	1570389919	598176	9408	"Host Universal Pty Ltd"
173.255.194.65:8333	70015	/Satoshi:0.16.3(overcome-adversity)/	1569822946	1036	598176	li204-65.members.linode.com	Dallas	US	32.7787	-96.8217	America/Chicago	AS63949	1570389919	598176	9408	"Linode, LLC"
119.29.54.159:8333	70015	/Satoshi:0.17.1/	1570375710	1037	598176	119.29.54.159	Beijing	CN	39.9288	116.3889	Asia/Shanghai	AS45090	1570389919	598176	9408	"Shenzhen Tencent Computer Systems Company Limited"
207.134.223.191:8333	70015	/Satoshi:0.18.0/	1569824378	1037	598163	207.134.223.191	Baie-Comeau	CA	49.2167	-68.15	America/Toronto	AS852	1570389919	598176	9408	"TELUS Communications Inc."
