Node	Protocol_Version	User_Agent	Connected_Since	Services	Height	Hostname	City	Country_Code	Latitude	Longitude	Timezone	ASN	Timestamp	Latest_Height	Total_Nodes	Organization
73.225.205.199:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Olympia	US	47.1101	-122.775	America/Los_Angeles	AS7922	1569819271	597215	7510	"Comcast Cable Communications, LLC"
159.203.183.20:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	North Bergen	US	40.793	-74.0247	America/New_York	AS14061	1569819271	597215	7510	"DigitalOcean, LLC"
47.146.124.143:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	47.146.124.143	Hemet	US	33.7399	-117.0151	America/Los_Angeles	AS5650	1569819271	597215	7510	"Frontier Communications of America, Inc."
5.9.147.147:8333	70015	/Satoshi:0.17.0.1/	1569819252	1037	597215	static.147.147.9.5.clients.your-server.de	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
[2606:2e00:0:9f:225:90ff:fe4f:f572]:8333	70015	/Satoshi:0.18.1/	1569819351	1037	597215	null	null	null	0	0	null	null	1569819271	597215	7510	null
18.218.226.80:8333	70015	/Satoshi:0.14.99/	1569819351	12	597215	null	null	null	0	0	null	null	1569819271	597215	7510	null
[2a01:4f8:c010:31a4::1]:8333	70015	/Satoshi:0.18.0/	1569819351	1037	597215	null	null	null	0	0	null	null	1569819271	597215	7510	null
76.88.107.25:8333	70015	/Satoshi:0.17.1/	1569819252	1037	597215	null	San Diego	US	32.8246	-117.1971	America/Los_Angeles	AS20001	1569819271	597215	7510	"Charter Communications Inc"
[2607:5300:120:b7e::]:8333	70015	/Satoshi:0.15.1/	1569819252	13	597215	null	null	CA	60	-95	America/Winnipeg	AS16276	1569819271	597215	7510	"OVH SAS"
18.205.209.222:8333	70015	/Satoshi:0.16.0/	1569819252	1037	597215	null	Ashburn	US	39.0481	-77.4728	America/New_York	AS14618	1569819271	597215	7510	"Amazon.com, Inc."
103.224.118.79:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Singapore	SG	1.3257	103.9109	Asia/Singapore	AS56300	1569819271	597215	7510	"MyRepublic Ltd."
198.199.123.28:8333	70015	/Satoshi:0.16.3/	1569819252	1037	597215	null	North Bergen	US	40.793	-74.0247	America/New_York	AS14061	1569819271	597215	7510	"DigitalOcean, LLC"
213.174.156.72:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Ashburn	US	39.018	-77.539	America/New_York	AS39572	1569819271	597215	7510	"DataWeb Global Group B.V."
157.245.179.7:8333	70015	/Satoshi:0.18.0/	1569819252	1036	0	null	Santa Clara	US	37.3417	-121.9753	America/Los_Angeles	AS14061	1569819271	597215	7510	"DigitalOcean, LLC"
81.102.192.243:8333	70015	/Satoshi:0.18.0/	1569819351	1037	597215	null	null	null	0	0	null	null	1569819271	597215	7510	null
173.249.46.22:8333	70015	/Satoshi:0.18.0/	1569819351	1037	597215	null	null	null	0	0	null	null	1569819271	597215	7510	null
68.183.23.190:8333	70015	/Satoshi:0.17.0/	1569819252	1036	597215	null	North Bergen	US	40.793	-74.0247	America/New_York	AS14061	1569819271	597215	7510	"DigitalOcean, LLC"
92.43.252.146:8333	70015	/Satoshi:0.17.1/	1569819252	1037	597215	null	null	FR	48.8582	2.3387	Europe/Paris	AS16128	1569819271	597215	7510	"AGARIK SA"
193.43.92.40:8333	70015	/Satoshi:0.16.0/	1569819252	1037	597215	null	null	NL	52.3824	4.8995	Europe/Amsterdam	AS60781	1569819271	597215	7510	"LeaseWeb Netherlands B.V."
54.211.137.101:8333	70015	/Satoshi:0.14.0/	1569819253	13	597215	ec2-54-211-137-101.compute-1.amazonaws.com	Ashburn	US	39.0481	-77.4728	America/New_York	AS14618	1569819271	597215	7510	"Amazon.com, Inc."
67.189.190.167:8333	70015	/Satoshi:0.16.1/	1569819252	1037	597215	null	Brewster	US	41.4097	-73.5992	America/New_York	AS7922	1569819271	597215	7510	"Comcast Cable Communications, LLC"
85.10.196.72:8333	70015	/Satoshi:0.14.2/	1569819252	13	597215	null	Roesrath	DE	50.8956	7.1818	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
194.126.113.135:8333	70015	/Satoshi:0.18.99/	1569819252	1037	597215	null	Kuressaare	EE	58.2481	22.5039	Europe/Tallinn	AS3249	1569819271	597215	7510	"Telia Eesti AS"
208.81.1.105:8333	70015	/Satoshi:0.18.1/	1569819252	1036	597215	host-208-81-1-105.les.net	Winnipeg	CA	49.898	-97.1401	America/Winnipeg	AS18451	1569819271	597215	7510	"LES.NET"
88.99.209.230:8333	70015	/Satoshi:0.18.1/	1569819351	1037	597215	null	null	null	0	0	null	null	1569819271	597215	7510	null
146.90.80.86:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	86.80.90.146.dyn.plus.net	Weston-super-Mare	GB	51.3237	-2.9807	Europe/London	AS6871	1569819271	597215	7510	"British Telecommunications PLC"
5.9.82.162:8333	70015	/Satoshi:0.15.0.1/	1569819252	13	597215	null	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
192.222.147.209:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Montreal	CA	45.5374	-73.5735	America/Toronto	AS1403	1569819271	597215	7510	"EBOX"
213.152.106.56:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	Konstanz	DE	47.6723	9.1834	Europe/Berlin	AS57154	1569819271	597215	7510	"Stadtwerke Konstanz GmbH"
211.32.117.99:8333	70015	/Satoshi:0.15.0.1/	1569819252	13	597215	null	null	KR	37.5112	126.9741	Asia/Seoul	AS3786	1569819271	597215	7510	"LG DACOM Corporation"
67.253.72.119:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Falmouth	US	43.734	-70.2625	America/New_York	AS11351	1569819271	597215	7510	"Charter Communications Inc"
85.10.192.158:8333	70015	/Satoshi:0.15.0.1/	1569819252	13	597215	null	Munich	DE	48.1497	11.585	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
[2a01:4f8:200:53e3::2]:8333	70002	/Satoshi:0.11.0/	1569819252	1	597215	null	Heidelberg	DE	49.4071	8.6879	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
72.5.72.15:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	San Jose	US	37.3008	-121.9777	America/Los_Angeles	AS394738	1569819271	597215	7510	"Denetron LLC"
195.201.173.14:8333	70015	/Satoshi:0.17.0/	1569819252	1036	597215	null	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
173.52.40.45:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	New York	US	40.782	-73.9953	America/New_York	AS701	1569819271	597215	7510	"MCI Communications Services, Inc. d/b/a Verizon Business"
101.200.202.108:8333	70015	/Bitcoin ABC:0.15.1(EB8.0)/	1569819252	37	592846	null	Hangzhou	CN	30.294	120.1619	Asia/Shanghai	AS37963	1569819271	597215	7510	"Hangzhou Alibaba Advertising Co.,Ltd."
[2002:6bb4:55fb::6bb4:55fb]:8333	70015	/Satoshi:0.15.1/	1569819252	13	597215	null	Scottsdale	US	33.6013	-111.8867	America/Phoenix	AS26496	1569819271	597215	7510	"GoDaddy.com, LLC"
58.34.216.45:8333	70015	/Satoshi:0.15.0.1/	1569819252	13	597215	null	Shanghai	CN	31.0449	121.4012	Asia/Shanghai	AS4812	1569819271	597215	7510	"China Telecom (Group)"
109.111.178.181:8333	70015	/Satoshi:0.18.1/	1569819252	1036	0	null	Novosibirsk	RU	55.041	82.9428	Asia/Novosibirsk	AS34757	1569819271	597215	7510	"Sibirskie Seti Ltd."
193.46.80.101:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	null	NL	52.3824	4.8995	Europe/Amsterdam	AS49544	1569819271	597215	7510	"i3D.net B.V"
12.155.24.227:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Monett	US	36.9212	-93.9258	America/Chicago	AS7018	1569819271	597215	7510	"AT&T Services, Inc."
[2a02:f680:1:1100::5453]:8333	70015	/Satoshi:0.18.0/	1569819351	1037	597215	null	null	null	0	0	null	null	1569819271	597215	7510	null
34.220.31.227:8333	70015	/Satoshi:0.17.1/	1569819252	1037	597215	null	Boardman	US	45.8491	-119.7143	America/Los_Angeles	AS16509	1569819271	597215	7510	"Amazon.com, Inc."
5.43.51.28:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	Braga	PT	41.5503	-8.4201	Europe/Lisbon	AS12353	1569819271	597215	7510	"Vodafone Portugal - Communicacoes Pessoais S.A."
167.71.50.238:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Frankfurt am Main	DE	50.1188	8.6843	Europe/Berlin	AS14061	1569819271	597215	7510	"DigitalOcean, LLC"
62.76.96.6:8333	70012	/Satoshi:0.12.1/	1569819252	5	597215	null	null	RU	55.7386	37.6068	Europe/Moscow	AS51408	1569819271	597215	7510	"OOO Sirius-Project"
90.227.130.6:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	90-227-130-6-no513.tbcn.telia.com	Lilla Edet	SE	58.1333	12.1333	Europe/Stockholm	AS3301	1569819271	597215	7510	"Telia Company AB"
47.94.243.77:8333	70015	/Satoshi:0.16.0/	1569819252	1037	597215	null	Hangzhou	CN	30.294	120.1619	Asia/Shanghai	AS37963	1569819271	597215	7510	"Hangzhou Alibaba Advertising Co.,Ltd."
116.203.188.129:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
75.71.80.69:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	Loveland	US	40.4236	-105.0935	America/Denver	AS7922	1569819271	597215	7510	"Comcast Cable Communications, LLC"
78.129.201.15:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	null	GB	51.4964	-0.1224	Europe/London	AS20860	1569819271	597215	7510	"Iomart Cloud Services Limited"
71.19.155.244:8333	70002	/Satoshi:0.11.2/	1569819252	0	0	null	Sunnyvale	US	37.3688	-122.0363	America/Los_Angeles	AS47066	1569819271	597215	7510	"prgmr.com, Inc."
212.9.185.194:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Fellbach	DE	48.8086	9.2792	Europe/Berlin	AS12374	1569819271	597215	7510	"LF.net Netzwerksysteme GmbH"
74.110.110.234:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Chesapeake	US	36.7348	-76.2343	America/New_York	AS701	1569819271	597215	7510	"MCI Communications Services, Inc. d/b/a Verizon Business"
119.147.47.58:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	null	CN	23.1167	113.25	Asia/Shanghai	AS4816	1569819271	597215	7510	"China Telecom (Group)"
132.68.60.222:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	null	IL	31.5	34.75	Asia/Jerusalem	AS378	1569819271	597215	7510	"Israel InterUniversity Computation Center"
[2a01:4f8:161:5125::2]:8433	70015	/Satoshi:0.17.0/	1569819252	1037	597215	null	Heidelberg	DE	49.4071	8.6879	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
[2804:14d:baa7:9674::1002]:8333	70015	/Satoshi:0.18.0/	1569819252	1037	0	null	Florianópolis	BR	-27.6153	-48.4958	America/Sao_Paulo	AS28573	1569819271	597215	7510	"CLARO S.A."
217.12.204.86:8333	70015	/Satoshi:0.15.1/	1569819252	13	597215	dalliance.uaservers.net	null	UA	50.45	30.5233	Europe/Kiev	AS15626	1569819271	597215	7510	"ITL LLC"
14.192.246.220:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Kuala Lumpur	MY	3.1398	101.6853	Asia/Kuala_Lumpur	AS9534	1569819271	597215	7510	"Binariang Berhad"
82.217.228.243:8333	70015	/Satoshi:0.17.0/	1569819252	1037	597215	null	Oegstgeest	NL	52.1811	4.475	Europe/Amsterdam	AS33915	1569819271	597215	7510	"Vodafone Libertel B.V."
23.175.0.222:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	null	US	37.751	-97.822	America/Chicago	AS395502	1569819271	597215	7510	"JeffColo"
62.210.123.4:8333	70015	/Satoshi:0.17.0/	1569819351	1037	597215	null	null	null	0	0	null	null	1569819271	597215	7510	null
[2002:c16a:1c08::c16a:1c08]:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	null	UA	50.45	30.5233	Europe/Kiev	AS50297	1569819271	597215	7510	"Infium, UAB"
13.71.163.240:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	13.71.163.240	Toronto	CA	43.6644	-79.4195	America/Toronto	AS8075	1569819271	597215	7510	"Microsoft Corporation"
[2a01:4f9:c010:29c4::1]:8333	70015	/Satoshi:0.18.1/	1569819351	1037	597215	null	null	null	0	0	null	null	1569819271	597215	7510	null
[240d:1a:759:6000:a7b1:451a:8874:e1ac]:8333	70015	/Satoshi:0.18.99/	1569819252	1037	0	null	Meguro-ku	JP	35.6344	139.7063	Asia/Tokyo	AS2527	1569819271	597215	7510	"So-net Entertainment Corporation"
47.244.233.211:8333	70015	/Satoshi:0.17.1/	1569819252	1037	597215	null	null	CN	34.7725	113.7266	Asia/Shanghai	AS45102	1569819271	597215	7510	"Alibaba (US) Technology Co., Ltd."
70.70.136.159:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Whistler	CA	50.1208	-122.9544	America/Vancouver	AS6327	1569819271	597215	7510	"Shaw Communications Inc."
45.76.240.118:8333	70015	/Satoshi:0.18.0/	1569819252	1036	597215	null	Seattle	US	47.6144	-122.3447	America/Los_Angeles	AS20473	1569819271	597215	7510	"Choopa, LLC"
[2a01:4f8:c0c:21ba::2]:8333	70015	/Satoshi:0.15.1/	1569819252	13	759389	null	null	DE	51	9	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
[2a02:2f0d:b811:e700:1dec:5838:f796:c81f]:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Piteşti	RO	44.85	24.8667	Europe/Bucharest	AS8708	1569819271	597215	7510	"RCS & RDS"
[2607:5300:60:cff1::]:28633	70015	/Satoshi:0.16.0/	1569819252	1037	597215	2607:5300:60:cff1::	null	CA	60	-95	America/Winnipeg	AS16276	1569819271	597215	7510	"OVH SAS"
67.207.84.53:8333	70015	/Satoshi:0.18.0/	1569819252	1036	597215	null	North Bergen	US	40.793	-74.0247	America/New_York	AS14061	1569819271	597215	7510	"DigitalOcean, LLC"
54.255.223.29:9333	70015	/Satoshi:0.13.2/	1569819252	13	597215	null	Singapore	SG	1.2929	103.8547	Asia/Singapore	AS16509	1569819271	597215	7510	"Amazon.com, Inc."
69.64.225.2:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	Terrebonne	US	44.3909	-121.2379	America/Los_Angeles	AS13409	1569819271	597215	7510	"PORTLAND INTERNETWORKS"
[2a01:4f9:4a:10a0::fa]:8333	70015	/Satoshi:0.17.1/	1569819252	1036	597215	null	null	DE	51	9	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
190.177.35.68:8333	70015	/Satoshi:0.17.0.1/	1569819252	1037	597215	null	Burzaco	AR	-34.8167	-58.4	America/Argentina/Buenos_Aires	AS22927	1569819271	597215	7510	"Telefonica de Argentina"
69.196.158.87:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	Toronto	CA	43.6653	-79.4343	America/Toronto	AS5645	1569819271	597215	7510	"TekSavvy Solutions, Inc."
162.243.172.179:8333	70015	/Satoshi:0.18.0/	1569819252	1036	597215	null	North Bergen	US	40.793	-74.0247	America/New_York	AS14061	1569819271	597215	7510	"DigitalOcean, LLC"
[2001:470:1f2c:286::2]:8333	70015	/Satoshi:0.18.1/	1569819253	1036	0	null	null	US	37.751	-97.822	America/Chicago	AS6939	1569819271	597215	7510	"Hurricane Electric LLC"
35.187.222.134:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Mountain View	US	37.4043	-122.0748	America/Los_Angeles	AS15169	1569819271	597215	7510	"Google LLC"
95.216.229.43:8333	70015	/Satoshi:0.17.1/	1569819252	1037	597215	null	null	FI	60.1708	24.9375	Europe/Helsinki	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
216.10.169.254:8333	70015	/Satoshi:0.16.3/	1569819252	1037	597215	d-216-10-169-254.nh.cpe.atlanticbb.net	Center Harbor	US	43.7107	-71.4797	America/New_York	AS32448	1569819271	597215	7510	"Atlantic Broadband Finance, LLC"
144.76.114.239:8333	70015	/Satoshi:0.15.1/	1569819252	13	597215	null	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
144.76.234.246:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
47.244.232.247:8333	70015	/Satoshi:0.13.2/	1569819252	13	597215	null	null	CN	34.7725	113.7266	Asia/Shanghai	AS45102	1569819271	597215	7510	"Alibaba (US) Technology Co., Ltd."
173.76.122.142:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Littleton	US	42.5401	-71.4877	America/New_York	AS701	1569819271	597215	7510	"MCI Communications Services, Inc. d/b/a Verizon Business"
47.75.124.121:8333	70015	/Satoshi:0.17.1/	1569819252	1037	597215	null	Central	HK	22.2909	114.15	Asia/Hong_Kong	AS45102	1569819271	597215	7510	"Alibaba (US) Technology Co., Ltd."
167.71.130.18:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	London	GB	51.5353	-0.6658	Europe/London	AS14061	1569819271	597215	7510	"DigitalOcean, LLC"
217.24.231.44:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	Wadern	DE	49.5412	6.8877	Europe/Berlin	AS9063	1569819271	597215	7510	"VSE NET GmbH"
79.236.192.32:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	Bonn	DE	50.6975	7.1417	Europe/Berlin	AS3320	1569819271	597215	7510	"Deutsche Telekom AG"
81.164.123.119:8333	70015	/Satoshi:0.16.0/	1569819252	1037	597215	null	Leuven	BE	50.8796	4.7009	Europe/Brussels	AS6848	1569819271	597215	7510	"Telenet BVBA"
138.68.95.199:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	138.68.95.199	Frankfurt am Main	DE	50.1188	8.6843	Europe/Berlin	AS14061	1569819271	597215	7510	"DigitalOcean, LLC"
[2001:41d0:1004:74e::]:8333	70012	/Satoshi:0.12.1(bitcore)/	1569819252	5	597215	null	null	FR	46	2	Europe/Paris	AS16276	1569819271	597215	7510	"OVH SAS"
[2607:f470:8:1048:ae1f:6bff:fe68:5e42]:8333	70015	/Satoshi:0.18.0/	1569819252	1037	0	null	Philadelphia	US	39.9597	-75.1995	America/New_York	AS55	1569819271	597215	7510	"University of Pennsylvania"
116.203.81.191:8333	70015	/Satoshi:0.18.0/	1569819252	1037	597215	null	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
18.188.10.196:8333	70015	/Satoshi:0.14.99/	1569819252	12	0	null	Columbus	US	39.9653	-83.0235	America/New_York	AS16509	1569819271	597215	7510	"Amazon.com, Inc."
116.203.108.54:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1569819271	597215	7510	"Hetzner Online GmbH"
70.119.74.172:8333	70015	/Satoshi:0.17.0.1/	1569819252	1037	597215	null	Plano	US	33.0287	-96.6826	America/Chicago	AS11427	1569819271	597215	7510	"Charter Communications Inc"
46.107.96.200:8333	70015	/Satoshi:0.18.0/	1569819351	1037	597215	null	null	null	0	0	null	null	1569819271	597215	7510	null
217.182.172.117:8333	70015	/Satoshi:0.16.3/	1569819252	1037	597215	null	null	FR	48.8582	2.3387	Europe/Paris	AS16276	1569819271	597215	7510	"OVH SAS"
138.197.174.176:8333	70015	/Satoshi:0.16.2/	1569819252	1037	597215	null	Toronto	CA	43.6547	-79.3623	America/Toronto	AS14061	1569819271	597215	7510	"DigitalOcean, LLC"
47.88.84.125:8333	70015	/Satoshi:0.18.0/	1569819252	1036	597215	null	Sunnyvale	US	37.3773	-122.0194	America/Los_Angeles	AS45102	1569819271	597215	7510	"Alibaba (US) Technology Co., Ltd."
133.18.4.169:8333	70015	/Satoshi:0.16.1/	1569819252	1037	597215	null	null	JP	35.69	139.69	Asia/Tokyo	AS24282	1569819271	597215	7510	"KAGOYA JAPAN Inc."
47.145.195.65:8333	70015	/Satoshi:0.17.0/	1569819252	1037	597215	null	Chino Hills	US	33.9776	-117.7375	America/Los_Angeles	AS5650	1569819271	597215	7510	"Frontier Communications of America, Inc."
47.108.29.152:8333	70015	/Satoshi:0.18.0/	1569819352	1036	597215	null	null	null	0	0	null	null	1569819271	597215	7510	null
[2a01:e35:8bee:a390:2c5d:b967:3924:8f7b]:8333	70015	/Satoshi:0.18.1/	1569819252	1037	597215	null	Paris	FR	48.8543	2.3527	Europe/Paris	AS12322	1569819271	597215	7510	"Free SAS"
